SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,
'12000020,MANGO NAM DOK MAI YELLOE 1KG.(1x3)/(828271),มะม่วงน้ำดอกไม้สุกกล่อง 1 กก.(1x3)/(828271),KG,,,93.50,,,,N,0,,,,,,
'14010004,MARGARINE ZEST GOLD 1 KG.(830402),มาการีนเซสท์โกลด์ 1 กก.(830402),BAG,,,83.00,,,,I,7,,,,,,
'15050025,FLOUR WHOLE WHEAT IMPERIAL 1KG.(156559),แป้งสาลีโฮลวีทแบบหยาบ อิมพิเรียล 1 กก.(156559),BAG,,,84.00,,,,I,7,,,,,,
'15120032,BLACK SOYA SAUCE NO.5 940CC.(1x3)/(147395),ซีอิ๋วดำ#5เด็กสมบูรณ์ 940มล.(1x3)/(147395),PACK,,,84.00,,,,I,7,,,,,,
'15010218,ถั่วแดงอะซึกิญี่ปุ่นกวน 500ก.ตราอะซึกิ(237005),ถั่วแดงอะซึกิญี่ปุ่นกวน 500ก.ตราอะซึกิ(237005),BAG,,,84.00,,,,I,7,,,,,,
'15040005,NOODLE BLOCK FF (1x21)/(199236),บะหมี่ชนิดก้อน ตราเอฟเอฟ 1*21ก้อน(199236),PACK,,,84.00,,,,I,7,,,,,,
'20000014,ORANGE FANTA CAN 325ML.(1x6)/(163773),น้ำส้มแฟนต้า(กระป๋อง)325มล.(1x6)/(163773),Tray,,,85.00,,,,I,7,,,,,,
'15130075,ผงปรุงรส รสเห็ดหอม 800ก.ตราฟ้าไทย(214796),ผงปรุงรส รสเห็ดหอม 800ก.ตราฟ้าไทย(214796),BAG,,,90.25,,,,I,7,,,,,,
'12010160,YOUNG KALE(80561),ยอดคะน้า (80561),KG,,,62.00,,,,N,0,,,,,,
17020002,FROZEN BROILER CHICKEN 600-800G./WHOLE(899743),ไก่กระทงแช่แข็ง 600-800ก./ตัว(899743),PCS,,,88.25,,,,N,0,,,,,,
'15120037,VINEGAR WHITE DISTILLED 5L.(117817),น้ำส้มสายชูภูเขาทอง 5 ลิตร(117817),GAL,,,88.25,,,,I,7,,,,,,
'15080001,BAKING SODA MCGARRETT 1KG.(830864),เบคกิ้งโซดา แม็กกาแรต 1 กก.(830864),BAG,,,89.25,,,,I,7,,,,,,
'15130010,CORIANDER SEED 1KG.(165856),เม็ดผักชี 1 กก.(165856),KG,,,89.25,,,,N,0,,,,,,
'15010197,GINKGO IN SYRUP JINGJAI 500G.(225112),แปะก๊วยในน้ำเชื่อม ยี่ห้อจริงใจ 500ก.(225112),BAG,,,89.25,,,,I,7,,,,,,
'15010104,CORN CHIP ORIGINAL EL CHARRO GLUTEN FREE(200G./PACK)/183998,แผ่นข้าวโพดอบกรอบ(รสดั้งเดิม) 200ก.ยี่้ห้อเอล ชาร์โร(183998),PACK,,,104.00,,,,I,0,,,,,,
'10050056,ไส้กรอกแดง ยี่ห้อแหลมทอง 1 กก.(894581),ไส้กรอกแดง ยี่ห้อแหลมทอง 1 กก.(894581),BAG,,,89.25,,,,I,7,,,,,,
'20000011,ESPRESSO BIRDY 180ML.(1*6)/PACK(151318),กาแฟเอสเปรสโซ เบอร์ดี้ 180 มล.(1*6)/(151318),PACK,,,89.25,,,,I,7,,,,,,
'15130004,CHICKEN BROTH  KNORR AROY SURE 800 G 1*10 (844335),ผงปรุงรสไก่ คนอร์อร่อยชัวร์ 800ก.1*10/(844335),BAG,,,89.25,,,,I,7,,,,,,
'15130028,LEMON POWDER 400G.(201908),ผงมะนาว คนอร์ 400ก.(201908),BAG,,,83.00,,,,I,7,,,,,,
'15080018,BUSH COLOR ORANGE RED # IH7802 (852350),ผงสีผสมอาหารสีส้มแดงบุช 100ก.(852350),Can,,,89.25,,,,I,7,,,,,,
'17080007,หอยลายทั้งตัวแช่แข็ง 100-120 ตัว 1 กก.(821386),หอยลายทั้งตัวแช่แข็ง 100-120 ตัว 1 กก.(821386),KG,,,89.25,,,,N,0,,,,,,
'15010094,BROAD BEAN SALTED TONG GARDEN 500G.(120516),ถั่วปากอ้าอบเกลือทองการ์เด้น 500ก.(120516),BAG,,,90.25,,,,I,7,,,,,,
'15030007,PASTA-FUSILLI TRICOLOR LA MOLISANA 309 500G.(194820),พาสต้า-ฟูซิลี่ตริคัลเลอร์ลาโมลิซาน่า#309 500ก.(194820),BAG,,,91.25,,,,I,7,,,,,,
15130092,ผงปรุงรสบาร์บีคิว 500ก.ตราเอโร่(860988),ผงปรุงรสบาร์บีคิว 500ก.ตราเอโร่(860988),BAG,,,93.50,,,,I,7,,,,,,
15130093,ผงปรุงรสชีส 500ก.ตราเอโร่(849820),ผงปรุงรสชีส 500ก.ตราเอโร่(849820),BAG,,,93.50,,,,I,7,,,,,,
'15010072,FRIED GARLIC 0.5KG.(121730),กระเทียมเจียว 0.5 กก.ยี่ห้อ คุณชาย(121730),BAG,,,92.50,,,,I,7,,,,,,
'14010006,MUSTARD ARO 1 KG. (140500),มัสตาร์ดเอโร่ 1 กก.(140500),BAG,,,92.50,,,,I,7,,,,,,
'16010003,"FROZEN SPRING ROLL SHEET 6""(1x50PCS)(128502)","แผ่นปอเปี๊ยะแช่แข็ง สปริงโฮม 6""(1x50ชิ้น)/(128502)",BAG,,,93.50,,,,I,7,,,,,,
'12010087,กระเทียมจีนหัว(829336),กระเทียมจีนหัว(829336),KG,,,93.50,,,,N,0,,,,,,
'15080026,SNACK-CHOCOLATE MILK BON O BON 14G.(1x24) (821468),ขนมตกแต่ง-ช็อกโกแลตสอดไส้นมบอนโอบอน 14ก.(1x24) (821468),PACK,,,100.75,,,,I,7,,,,,,
'17070004,FROZEN SWEET CORN KERNEL ARO 1KG.(851335),ข้าวโพดแช่แข็ง เอโร่ 1 กก.(851335),KG,,,93.50,,,,N,0,,,,,,
'26000001,JUICE ORANGE MALEE  200 ML.(1x24)/(106047),น้ำผลไม้-ส้มเขียวหวานมาลี 200มล.(1x24)/(106047),Pack,,,93.50,,,,I,7,,,,,,
'12000005,BLUEBERRY FRESH 125G.(103133),บลูเบอรี่สด 125ก.(103133),PACK,,,93.50,,,,N,0,,,,,,
'12000077,องุ่นแดงไร้เมล็ดอินเดีย 1 กก.(39663),องุ่นแดงไร้เมล็ดอินเดีย 1 กก.(39663),KG,,,93.50,,,,N,0,,,,,,
12010176,BUNCHING ONION,ต้นหอมญี่ปุ่นใบกลม(131482),Kg,,,99.75,,,,N,0,,,,,,
'15000024,MIXED COFFEE HAND THAI 1KG.(226160),กาแฟโบราณผสม(โอเลี้ยง)ตรามือ 1 กก.(226160),BAG,,,94.50,,,,I,7,,,,,,
'15120060,TOMATO SAUCE ROZA 10 G. (1x100) (117002),ซอสมะเขือเทศ โรซ่า 10ก.(1x100)/(117002),PACK,,,94.50,,,,I,7,,,,,,
'14030002,TOPPING CHOCOLATE SAUCE ARO 1.2 KG (165215),ท็อปปิ้งรสช็อคโกแลตเอโร่ 1.2กก.(165215),BAG,,,94.50,,,,I,7,,,,,,
'14010021,TOPPING BLUEBERRY ARO 1.2 KG. (126098),ท็อปปิ้งรสบลูเบอรี่เอโร่ 1.2กก.(126098),BAG,,,94.50,,,,I,7,,,,,,
'14010022,TOPPING STRAWBERRY SAUCE ARO 1.2 KG.(165217),ท็อปปิ้งรสสตรอเบอรี่เอโร่ 1.2กก.(165217),BAG,,,94.50,,,,I,7,,,,,,
'15010198,TABASCO SAUCE HABANERO 60ML.(129879),ซอสพริกฮาบาเน่โร ยี่ห้อทาบาสโก้ 60 มล.(129879),Btl,,,104.00,,,,I,7,,,,,,
'15070002,CEREAL FROOT LOOPS KELLOGGS 150/160G.(197668),ซีเรียล-ฟรุ๊ตลูปส์เคลล็อกส์ 150/160ก.(197668),BOX,,,93.50,,,,I,7,,,,,,
'20010006,WATER MINERE 500ML. (1x12)/(198281),นํ้าแร่มิเนเร่ 500 มล.(1x12)/(198281),PACK,,,93.50,,,,I,7,,,,,,
'15090004,MAPLE SYRUP IMPERIAL 730G.(156302),น้ำเชื่อมเมเบิ้ล อิมพีเรียล 730มล.(156302),BTL,,,96.50,,,,I,7,,,,,,
'15090017,HONEY SYRUP IMPERIAL 670ML.(119562),น้ำเชื่อมรสน้ำผึ้ง อิมพีเรียล 670มล.(119562),BTL,,,96.50,,,,I,7,,,,,,
'15010116,GREEN MUSTARD PIGEON DOUBLE 140G.(1x6)/(68666),ผักกาดดอง(ฝาดึง)นกพิราบคู่ 140ก.(1x6)/(68666),Pack,,,97.75,,,,I,7,,,,,,
'15150006,ฟองเต้าหู้ตราปลาทอง 65ก.(1x3)/(118283),ฟองเต้าหู้ ตราปลาทอง 65ก.(1x3)/(118283),PACK,,,97.75,,,,I,7,,,,,,
'20010008,AURA Natural Mineral Water 330 ML.1x15/(215408),น้ำแร่ธรรมชาติ ตราออร่า 330 มล.1x15/(215408),PACK,,,101.75,,,,I,7,,,,,,
'15130036,CHICKEN BROTH FLAVORED ROD-D 800G.(100113),ผงปรุงอาหารรสไก่ รสดี  800ก.(100113),BAG,,,98.75,,,,I,7,,,,,,
'16010021,"FROZEN ROLL PASTRY SPRING HOME 7.5"" (1x50)/(128549)","แผ่นปอเปี๊ยะแช่แข็ง สปริงโฮม 7.5""(1x50)/(128549)",BAG,,,99.75,,,,I,7,,,,,,
'12010161,โรเมนคอสไทย(193982)500g,โรเมนคอสไทย(193982) 500ก.,PACK,,,110.25,,,,N,0,,,,,,
'14030005,TOPPING CHOCOLATE JUNIPER 500G.(131305),ท็อปปิ้งกลิ่นช็อกโกแลตจูนิเปอร์ 500ก.(131305),BTL,,,104.00,,,,I,7,,,,,,
'14000013,MILK FRESH MEIJI  2L.(364143),นมสดพร่องมันเนยรสจืดเมจิ 2 ลิตร(364143),GAL,,,104.75,,,,N,0,,,,,,
'15010121,ITO KATSUO KEZURI MK 50G.(825782),ปลาโอท้องแถบอบแห้งเส้นเอ็มเค 50ก.(825782),BAG,,,99.75,,,,I,7,,,,,,
'10050017,ROUND YAOWARAT FISH BALLS AFM 1KG.(894015),ลูกชิ้นปลาเยาวราชกลมเอเอฟเอ็ม 1 กก.(894015),KG,,,99.75,,,,I,7,,,,,,
'10050049,RUGBY YAOWARAT FISH BALLS AFM 1 KG. (894013),ลูกชิ้นปลารักบี้เยาวราช เอเอฟเอ็ม 1 กก.(894013),KG,,,99.75,,,,I,7,,,,,,
'15130043,FENUGREEK SEEDS 1KG.(165883),ลูกซัด 1 กก.(165883),KG,,,99.75,,,,N,0,,,,,,
'12010134,GREEN COS LETTUCE HYDROPONIC 500G.(193982),สลัดกรีนคอส(ไฮโดรโปนิค)500ก.(193982),PACK,,,110.25,,,,N,0,,,,,,
'15130023,ผงชูรสตราช้อน 1000ก.(107726),ผงชูรส ตราช้อน 1000ก.(107726),KG,,,100.75,,,,N,0,,,,,,
'26000011,JUICE TANGERINE TIPCO 200 ML.1x6/(180115),น้ำผลไม้-น้ำส้มเขียวหวานทิปโก้  200 มล.1x6/(180115),Pack,,,101.75,,,,I,7,,,,,,
'26000004,JUICE SAI NAM PHUENG TIPCO (1x6) (150667),น้ำผลไม้-น้ำส้มสายน้ำผึ้งทิปโก้ 200มล.(1x6)/(150667),PACK,,,101.75,,,,I,7,,,,,,
'26000002,JUICE ORANGE TANGERINE TIPCO 200ML.(1x6)/(180115),น้ำผลไม้-ส้มเขียวหวานทิปโก้ 200มล.(1x6)/(180115),PACK,,,101.75,,,,I,7,,,,,,
'26000003,JUICE ORANGE MANDARIN TIPCO 200ML.(1x6)/(103089),น้ำผลไม้-ส้มแมนดารินทิปโก้  200มล.(1x6)/(103089),PACK,,,101.75,,,,I,7,,,,,,
'26000007,JUICE ORANGE 200ML. (1*6)/(150666),น้ำผลไม้-ส้มโชกุนยี่ห้อทิปโก้ 200 มล.(1*6)/(150666),PACK,,,101.75,,,,I,7,,,,,,
'26000010,JUICE RED GRAPE TIPCO 200 ML.(1x6)/(438087),น้ำผลไม้-องุ่นแดงทิปโก้  200มล.(1x6)/(438087),PACK,,,101.75,,,,I,7,,,,,,
'15010142,MUSHROOM SHITAKE SMALL 200G.(830235),เห็ดหอมแห้งเล็ก 200ก.1*5/กก.(830235),BAG,,,103.00,,,,N,0,,,,,,
'15010113,GARLIC PICKLE MAE JIN 870 G. (154549),กระเทียมดองแม่จินต์ 870ก.(154549),BTL,,,97.75,,,,I,7,,,,,,
'11000030,เนื้อปลากรายบด 500 กรัม. (134603),เนื้อปลากรายบด 500ก.(134603),PACK,,,104.00,,,,N,0,,,,,,
'17080016,เนื้อหอยแมลงภู่แช่แข็ง 200-300 ตัว 1 กก. (856278),เนื้อหอยแมลงภู่แช่แข็ง 200-300 ตัว 1 กก.(856278),KG,,,120.75,,,,N,0,,,,,,
'12000070,แห้วสดปอกเปลือก 1 กก. (265577),แห้วสดปอกเปลือก 1 กก.(265577),KG,,,104.00,,,,N,0,,,,,,
'12000081,แห้วสดปอกเปลือก 1กก.(265577),แห้วสดปอกเปลือก 1กก.(265577),BAG,,,104.00,,,,N,0,,,,,,
'12000072,กล้วยหอม เกรด A (120171),กล้วยหอมเกรด A (120171),BUNCH,,,135.50,,,,N,0,,,,,,
'26000006,JUICE MANDARIN ORANGE MALEE 200 ML. (1x6)/(104254),น้ำผลไม้-น้ำส้มแมนดารินมาลี 200 มล.(1x6)/(104254),PACK,,,98.75,,,,I,7,,,,,,
'26000012,JUICE SAI NAM PHUENG 100% MALEE 200 ML.(1x6)/(142520),น้ำผลไม้-น้ำส้มสายน้ำผึ้ง 100%มาลี 200 มล.(1x6)/(142520),Pack,,,98.75,,,,I,7,,,,,,
'12000043,BLUEBERRIES JUMBO 125G. (861270),บลูเบอร์รี่จัมโบ้ 125ก.(861270),PACK,,,104.00,,,,N,0,,,,,,
'15010083,GREEN MUSTARD PICKLE PIGEON 140G.(1x6)/(67886),ผักกาดดองนกพิราบคู่ 140ก.(1x6)/(67886),Pack,,,104.00,,,,I,7,,,,,,
'10050060,ลูกชิ้นปลาสไตล์ภูเก็ต 480ก.ตราฟิชจอย(832617),ลูกชิ้นปลาสไตล์ภูเก็ต 480ก.ตราฟิชจอย(832617),BAG,,,104.00,,,,I,7,,,,,,
'17070005,FROZEN WILD STRAWBERRY ARO 1KG.(125456),สตรอเบอรี่แช่แข็ง เอโร่ 1 กก.(125456),KG,,,104.00,,,,N,0,,,,,,
'15040008,WAI WAI 500G. (1x3)/(154504),หมี่อบแห้งไวไว 500ก.(1x3)/(154504),Pack,,,104.00,,,,I,7,,,,,,
'12000079,GRAPE RED IMPORT-CHINA 1KG.(109433),องุ่นแดงนอก-จีน 1กก.(109433),Kg,,,104.00,,,,N,0,,,,,,
15130090,ออนิกาโน่ป่น ตราเอล เอวิออน 100ก.(184408),ออนิกาโน่ป่น ตราเอล เอวิออน 100ก.(184408),BAG,,,104.00,,,,N,0,,,,,,
12000028,ROSE APPLE RED (828275),ชมพู่แดง (828275),KG,,,104.00,,,,N,0,,,,,,
'14000012,MILK FRESH 2L.(107753),นมสด 2 ลิตร(107753),GAL,,,104.75,,,,N,0,,,,,,
'14000028,นมสดพาสเตอร์ไรส์ รสจืด ยี่ห้อเมจิ 2 ลิตร(1950),นมสดพาสเตอร์ไรส์ รสจืด ยี่ห้อเมจิ 2 ลิตร(1950),Gal,,,104.75,,,,I,7,,,,,,
'14000027,นมสดพาสเตอร์ไรส์ไขมัน 0% รสจืด ยี่ห้อเมจิ 2 ลิตร(132865),นมสดพาสเตอร์ไรส์ไขมัน 0% รสจืด ยี่ห้อเมจิ 2 ลิตร(132865),Gal,,,104.75,,,,N,0,,,,,,
'14000031,นมสดรสจืดเมจิ 2 ลิตร(1950),นมสดรสจืดเมจิ 2 ลิตร(1950),Gal,,,104.75,,,,N,0,,,,,,
'15010082,BREAD CRUMB PANKO LOBO 1KG.(191684),เกร็ดขนมปังโลโบ 1กก.(191684),BAG,,,105.00,,,,I,7,,,,,,
'15130012,GROUND CINNAMON 200G. (175509),อบเชยป่น 200ก.(175509),BAG,,,105.00,,,,N,0,,,,,,
'15010209,พริกขี้หนูสวนป่น 500ก.ตราไรทิพย์(8346),พริกขี้หนูสวนป่น 500ก.ตราไรทิพย์(8346),BAG,,,107.00,,,,N,0,,,,,,
15000038,น้ำเต้าหู้ผงสำเร็จรูป 28ก.1*13/แพ็ค ตราโอวัลติน(825790),น้ำเต้าหู้ผงสำเร็จรูป 28ก.1*13/แพ็ค ตราโอวัลติน(825790),Pack,,,107.00,,,,I,7,,,,,,
'20000018,RED BULL BTL 150 ML  (1x10 PCS) (128499),กระทิงแดงขวด 150 มล. (1x10 ขวด) (128499),PACK,,,108.25,,,,I,7,,,,,,
'15010067,SEEDS CUMIN  250 G. (175488),เมล็ดยี่หร่า 250 กรัม.(175488),BAG,,,109.25,,,,N,0,,,,,,
'15130072,ผงชูรสตราถ้วยแดง 1 กก.(909706),ผงชูรส ตราถ้วยแดง 1 กก.(909706),KG,,,109.25,,,,I,7,,,,,,
'15120027,SOYBEAN SAUCE 800G.(1x3)/(147573),เต้าเจี้ยว เด็กสมบูรณ์ 800ก.(1x3)/(147573),Pack,,,110.25,,,,I,7,,,,,,
'16010019,FROZEN AUTHENTIC HALDIRAM 80G.(1x5)(829977),ขนมปังอินเดีย-ทันดูรินานฮาดิรัม 80ก.(1x5)/(829977),BAG,,,110.25,,,,I,7,,,,,,
'15000001,CHOCOLATE MALT 3IN1 OVALTINE 29 G. (1x15)(801775),ช็อกโกแลตมอลต์โอวัลติน 3 in 1 29ก.(1x15)/(801775),PACK,,,107.00,,,,I,7,,,,,,
'14000026,นมข้าวโอ๊ตบาริสต้า ยี่ห้อโอ๊ตลี่ 1 ลิตร(909821),นมข้าวโอ๊ตบาริสต้า ยี่ห้อโอ๊ตลี่ 1 ลิตร(909821),Gal,,,110.25,,,,I,7,,,,,,
'15010164,TOMATO SAUCE U-CHEF 145 G. (1x10)(834882),ปลาป๋องในซอสมะเขือเทศยูเซฟ 145ก.(1x10)(834882),PACK,,,110.25,,,,I,7,,,,,,
'15130066,TURMERIC POWDER SAHIBA 500G.(102550),ผงขมิ้น-500G.SAHIBA (102550),BAG,,,122.75,,,,I,7,,,,,,
'12000071,แห้วสดหั่นเต๋า 1 กก.ตราเอโร่(138297),แห้วสดหั่นเต๋า 1 กก.ตราเอโร่(138297),KG,,,114.50,,,,N,0,,,,,,
'10050054,ปลาเส้นทอดมหาชัย 700ก.(827687),ปลาเส้นทอดมหาชัย 70ก.(827687),BAG,,,114.50,,,,N,0,,,,,,
'17060006,SLICED LOTUS ROOT ARO 1KG.(143703),รากบัวสไลซ์แช่แข็ง เอโร่ 1 กก.(143703),KG,,,114.50,,,,N,0,,,,,,
'11000034,ลูกชิ้นปลากลมขนาดใหญ่ มหาชัย 1 กก. (152875),ลูกชิ้นปลากลมขนาดใหญ่มหาชัย 1 กก.(152875),KG,,,114.50,,,,N,0,,,,,,
'12000076,องุ่นเขียวไร้เมล็ดอินเดีย 1 กก.(158378),องุ่นเขียวไร้เมล็ดอินเดีย 1 กก. (158378),KG,,,93.50,,,,N,0,,,,,,
'16010009,"TORTILLAS 8"" (1x10 PCS)/(110045)","แผ่นตอติญ่า 8"" (1x10 ชิ้น)/(110045)",PACK,,,115.50,,,,I,7,,,,,,
'15120029,TAMARIND SAUCE KAORR 850G.(1x9)/(144146),ซอสมะขามเปียกเข้มข้น คนอร์ 850ก.(1x9)/(144146),BAG,,,115.50,,,,I,7,,,,,,
'15090043,น้ำตาลทรายแดง 500ก.(230457) ยี่ห้อมิตรผล1*4/แพ็ค,น้ำตาลทรายแดง 500ก.(230457) ยี่ห้อมิตรผล1*4/แพ็ค,PACK,,,120.75,,,,I,7,,,,,,
'15120013,RED WINE VINEGAR VIANDER 1L.(840154),น้ำส้มสายชูหมักจากไวน์แดง เวียนเดอร์ 1ลิตร(840154),BTL,,,115.50,,,,I,7,,,,,,
'15120025,WHITE WINE VINEGAR VIANDER 1L.(840152),น้ำส้มสายชูหมักจากไวน์ขาว เวียนเดอร์ 1 ลิตร(840152),BTL,,,115.50,,,,I,7,,,,,,
'15010217,ผักกาดดองนกพิราบเดี่ยว140ก.1*6/แพ็ค(67899),ผักกาดดองนกพิราบเดี่ยว140ก.1*6/แพ็ค(67899),Pack,,,115.50,,,,I,7,,,,,,
'15010141,MIX PICKLED VEGETABLE PIGEON 140G.(1x6)/(65975),ผักผสมดองเค็มซีเซ็กฉ่ายนกพิราบ 140ก.(1x6)(65975),Pack,,,115.50,,,,I,7,,,,,,
'15050015,FLOUR GOGI POWDER 500G. (1x3)/(101079),แป้งโกกิ 500ก.(1x3)/(101079),Pack,,,117.50,,,,I,7,,,,,,
'15130070,ปรุงรสอาหารทะเลแม็คคอร์มิค 74ก.(859462),ปรุงรสอาหารทะเล แม็คคอร์มิค 74ก.(859462),BTL,,,118.75,,,,I,7,,,,,,
'14010024,BUTTER WHITE OPCREAM 1 KG.(177832),เนยขาวโอลิมปิคครีมโอพีครีม 1 กก.(177832),BAG,,,120.75,,,,I,7,,,,,,
'15130055,MIXED PICKLE MOTHER 500G.(216031),พิคเกิลมิกซ์ มาเธอร์สเรซิพี 500ก.(216031),BTL,,,120.75,,,,I,7,,,,,,
'14010015,MARGARINE BLUE BAND BEST FOODS 1KG.(866196),มาร์การีน-บลูแบนด์เบสฟู้ดส์ 1 กก.(866196),BAG,,,120.75,,,,I,7,,,,,,
'10050009,FERMENTED GRILL CHICKEM JPM 850G.(149987),แหนมไก่ดอนเมืองเจพีเอ็ม 850ก.(149987),BAG,,,122.75,,,,I,7,,,,,,
'10050053,แหนมไก่ ดอนเมืองย่าง เจพีเอ็ม850ก.(10ชิ้น)(149987),แหนมไก่ดอนเมืองย่าง(เจพีเอ็ม) 850ก.(1*10)/(149987),PACK,,,122.75,,,,I,7,,,,,,
'12010030,GALANGA WHOLE YOUNG(323648),ข่าอ่อน(323648),KG,,,125.00,,,,N,0,,,,,,
'10050010,FISH BALL ARO 800G.(100920),ลูกชิ้นปลากลมขนาดใหญ่เอโร่ 800ก.(100920),BAG,,,125.00,,,,I,7,,,,,,
'15040020,หมี่เตี๊ยวเส้นขาว เอโร่ 350ก.(1x3)/(142407),หมี่เตี๊ยวเส้นขาว เอโร่ 350ก.(1x3)/(142407),PACK,,,125.00,,,,I,7,,,,,,
'12000010,GRAPES GREEN (320775),องุ่นเขียว(320775),KG,,,125.00,,,,N,0,,,,,,
15010008,BREAD CRUMBS LOBO 350G.(1x3)/(163223) : ,เกล็ดขนมปังป่นปรุงรสโลโบ 350ก.(1x3)/(163223),Pack,,,126.00,,,,I,7,,,,,,
'15120008,JIGCHO SAUCE 600ML (1x3)/(840133),ซอสจิ๊กโฉ่ เด็กสมบูรณ์ 600 มล.(1x3)/(840133),Pack,,,126.00,,,,I,7,,,,,,
'15120076,SAUCE THIN SOYHEALTHY BOY 2L.(147361),ซีอิ๊วขาว#1 เด็กสมบูรณ์ 2 ลิตร(147361),Btl,,,114.50,,,,I,7,,,,,,
14010027,น้ำสลัดเทาซันไอแลนด์ 1 กก.ตราเอโร่(869188),น้ำสลัดเทาซันไอแลนด์ 1 กก.ตราเอโร่(869188),BAG,,,126.00,,,,I,7,,,,,,
'15130050,ITALIAN HERB GRINDER MCCORMICK 21G.(809445),อิตาเลี่ยนฝาบด แม็คคอร์มิค 21ก.(809445),BTL,,,126.00,,,,I,7,,,,,,
'10050062,SAUSAGE PORK CHICKES SAI UA JPM 750G.(149974),ไส้อั่วสมุนไพรหมูผสมไก่ ตราเจพีเอ็ม750ก.(149974),Pack,,,127.00,,,,I,7,,,,,,
'15010159,SEEDS SUNFLOWER ROASTED HERITAGE 500G.(228875),เมล็ดทานตะวันอบเฮอริเทจ 500ก.(228875),BAG,,,128.00,,,,I,7,,,,,,
'15030010,PASTA- TAGLIATELLE MEZZANE AGNESI 500G.(110457),พาสต้า-ตักเลียตะเล่เมสะเน่ แอคเนซี่ 500ก.(110457),BAG,,,128.00,,,,I,7,,,,,,
'15080067,YEAST DRIED INSTANT BRUGGEMAN BROWN 500G.(125585),ยีสต์รสหวานบรักกี้มานสีน้ำตาล 500ก.(125585),BOX,,,130.25,,,,I,7,,,,,,
'15010086,AJWAIN SEEDS 500G.(102339),AJWAIN SEEDS 500G.(102339),BAG,,,131.25,,,,N,0,,,,,,
'15150009,เต้าหู้นิ่มญีปุ่น โตฟูโออิชิ 300 ก. (1x5) (149047),เต้าหู้นิ่มญีปุ่น โตฟูโออิชิ 300 ก. (1x5) (149047),PACK,,,131.25,,,,I,7,,,,,,
'15010105,CORN SEED CHICAGO 2KG.(229059),เมล็ดข้าวโพดชิคาโก 2 กก.(229059),BAG,,,131.25,,,,N,0,,,,,,
'15010119,KEBAB HARA BHARA  HALDIRAM' 300G.(1x12)/(861347),กะบับฮาราบาราฮัลดิราม 300ก.(1x12)/(861347),PACK,,,131.25,,,,I,7,,,,,,
12010173,TOU MEAU 500G.(215744),ผักโต้วเหมียว 500ก.(215744),Pack,,,131.25,,,,N,0,,,,,,
