SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,
'15130027,BRAND GROUND GARLIC No.1 HAND 200G.(106723),กระเทียมป่น ตรามือ 1200ก.(106723),BAG,,,133.25,,,,N,0,,,,,,
'15070003,CEREAL HONEY STARS NESTLE 300G.(175854),ซีเรียล-ฮันนี่สตาร์เนสท์เล่ 300ก.(175854),BOX,,,133.25,,,,I,7,,,,,,
'15120005,COCONUT CREAM AROY-D 250ML.(1x6)/(147234),น้ำกะทิ อร่อยดี 250 มล.(1x6)/(147234),PACK,,,133.25,,,,I,7,,,,,,
'15080029,COCOA POWDER TULIP 500 G. (844709),ผงโกโก้สีเข้ม ทิวลิป 500ก.(844709),BAG,,,134.50,,,,I,7,,,,,,
15120042,COCONUT CREAM CHAOKOH 250ML.(1x6)/164908,น้ำกะทิชาวเกาะ 250มล.(1x6)/164908),Pack,,,134.50,,,,I,7,,,,,,
17070006,MANDARIN ORANGE FROZEN SEGMENT ARO 1KG.(160355),เนื้อส้มแมนดารินแช่แข็ง เอโร่ 1 กก.(160355),KG,,,135.50,,,,N,0,,,,,,
'15130009,CORIANDER POWDER 1KG.(165857),เม็ดผักชีป่น 1 กก.(165857),KG,,,135.50,,,,N,0,,,,,,
'17060008,กะหล่ำดาวแช่แข็ง 1 กก.ตราโทเมกซ์(145504),กะหล่ำดาวแช่แข็ง 1 กก.ตราโทเมกซ์(145504),Kg,,,135.50,,,,N,0,,,,,,
'15030012,PASTA-LASAGNE AGNESI 500G.(129548),พาสต้า-ลาซานญ่า แอคเนซี่ 500ก.(129548),BAG,,,135.50,,,,I,7,,,,,,
'12010137,KAI LAN (151020),ยอดคะน้าฮ่องกง (151020),KG,,,135.50,,,,N,0,,,,,,
'10050038,FISH BALL - PFP 500G.,ลูกชิ้นปลากลมสไตล์ภูเก็ต ยี่ห้อ PFP 500ก.(809866),PACK,,,135.50,,,,I,7,,,,,,
'15090050,น้ำตาลทรายขาว1กก.ตราวังขนาย 1*5/แพ็ค(825261),น้ำตาลทรายขาว1กก.ตราวังขนาย 1*5/แพ็ค(825261),Pack,,,136.50,,,,I,7,,,,,,
'15120071,SOYBEAN SAUCE 850G.1*3/PACK UFC(140504),เต้าเจี้ยว 850ก.1*3/แพ็ค ตรายูเอฟซี(140504),Btl,,,138.50,,,,I,7,,,,,,
'15130031,CURRY PEWDER  200 G.(184165),ผงกะหรี่ปืนไขว้ 200ก.(184165),BTL,,,138.50,,,,I,7,,,,,,
'15080014,BAKING POWDER BEST FOOD 1KG.(204345),ผงฟู เบสท์ฟูดส์ 1 กก.1*18/ลัง(204345),BAG,,,138.50,,,,I,7,,,,,,
'15130024,THYME El AVION 200G.(167127),ใบไทม์ เอลเอวิออน 200ก.(167127),BAG,,,139.75,,,,N,0,,,,,,
'26010077,SYRUP CONCENTRATED-POMEGRANATE LONGBEAC 740 ML.(821305),ไซรัปเข้มข้น-กลิ่นทับทิม ตราลองบีช 740 มล.(821305),Btl,,,140.75,,,,I,7,,,,,,
'26010086,SYRUP CONCENTRATED-LYCHEE LONGBEACH 740 ML.(810413),ไซรัปเข้มข้น-กลิ่นลิ้นจี่ ตราลองบีช 740 มล.(810413),Btl,,,140.75,,,,I,7,,,,,,
'15120056,SRIRACHA CHILLI SAUCE ARO 5KG.(895228),ซอสพริกศรีราชา เอโร่ 5กก.(895228),GAL,,,135.50,,,,I,7,,,,,,
'15010165,TRUFFLE FROZEN ARO 1 KG. (842057),แห้วแช่แข็งเอโร่ 1 กก.(842057),BAG,,,141.75,,,,I,7,,,,,,
'17020007,ไก่ปิ้งนมสดแช่แข็ง 45ก.(1x20)/(910678),ไก่ปิ้งนมสดแช่แข็ง 45ก.(1x20)/(910678),PACK,,,141.75,,,,N,0,,,,,,
'15120006,COCONUT FRAGRANT AROY-D 250ML.(1x6)/(198580),น้ำกะทิอบควันเทียน อร่อยดี 250มล.(1x6)/(198580),PACK,,,141.75,,,,I,7,,,,,,
'15090007,SUGAR PURE REFINED MITR PHOL 1 KG. (1x5) (230449),น้ำตาลทรายขาวบริสุทธิ์ มิตรผล 1 กก.(1x5)/(230449),Pack,,,141.75,,,,I,7,,,,,,
'15010195,ทูน่าชนิดก้อนในน้ำมันถั่วเหลือง ยี่ห้อนอติลุส 165ก.1*4/แพ็ค(191285),ทูน่าชนิดก้อนในน้ำมันถั่วเหลือง ยี่ห้อนอติลุส 165ก.1*4/แพ็ค(191285),PACK,,,138.50,,,,I,7,,,,,,
15000035,LIPTON TEA YELLOW SIZE 2G.1*50/BOX/(417322),ชาลิปตันเหลืองซอง 2ก.1*50/กล่อง(417322),Box,,,143.75,,,,I,7,,,,,,
'17080005,เนื้อหอยแมลงภู่แช่แข็ง 100-250 ตัว 1 กก.(856275),เนื้อหอยแมลงภู่แช่แข็ง100-250 ตัว 1 กก.(856275),KG,,,146.00,,,,N,0,,,,,,
'16010045,แผ่นแป้งโรตีแช่แข็งรสดั้งเดิม 65ก.ตราสปริงโฮม 1*10ชิ้น/แพ็ค(145894),แผ่นแป้งโรตีแช่แข็งรสดั้งเดิม 65ก.ตราสปริงโฮม 1*10ชิ้น/แพ็ค(145894),Pack,,,146.00,,,,I,7,,,,,,
'11020004,JELLY FISH 1KG.(237450),แมงกะพรุน 1 กก.(237450),KG,,,141.75,,,,N,0,,,,,,
12000092,ราสเบอรี่นำเข้าจีน 125ก.(807483),ราสเบอรี่นำเข้าจีน 125ก.(807483),Pack,,,146.00,,,,N,0,,,,,,
'15020003,RAISINS BLACK ARO (184351),ลูกเกดดำเอโร่(184351),KG,,,146.00,,,,N,0,,,,,,
'12000009,GRAPE RED IMPORT 1KG.(112406),องุ่นแดงนอกชิลี/เปรู 1 กก.(112406),KG,,,146.00,,,,N,0,,,,,,
'12000078,องุ่นดำไร้เมล็ดอินเดีย 1 กก. (184015),องุ่นดำไร้เมล็ดอินเดีย 1 กก.(184015),KG,,,146.00,,,,N,0,,,,,,
'15010085,ACHAR (MIX PICKLE) 1KG./BOX (839527),ACHAR (MIX PICKLE) 1KG./BOX(839527),BOX,,,147.00,,,,I,7,,,,,,
'15070015,CEREAL KOKO POP KELLOGGS SIZE 350/400G.(197654),ซีเรียล-โกโก้ป๊อปเคลล็อกซ์ 350/400ก.(197654),BOX,,,141.75,,,,I,7,,,,,,
'15120055,SOYBEAN SAUCE #1 HEALTHY BOY 700ML.(1x3)/(146465),ซีอิ๊วขาว#สูตร1 เด็กสมบูรณ์ 700มล.(1x3)/(146465),PACK,,,145.00,,,,I,7,,,,,,
14000003,MILK FALCON 375 ML.(1x6)/(104517),นมข้นจืดนกเหยี่ยว 375 มล.(1x6)/(104517),Pack,,,143.75,,,,I,7,,,,,,
'15010184,หัวหอมเจียวไร่ทิพย์ 500ก.(915848),หัวหอมเจียวไร่ทิพย์ 500ก.(915848),BAG,,,147.00,,,,I,7,,,,,,
'15040009,WAI WAI NOODLE DRIED 180G.(1x12)/(990899),เส้นหมี่อบแห้งไวไว 180ก.(1x12)/(990899),Pack,,,154.25,,,,I,7,,,,,,
'17070011,PASSION FRUIT JUICE WITH SEEDS NCW 1KG.(863489),น้ำเสาวรสมีเมล็ดแช่แข็ง NCW 1 กก.(863489),BAG,,,152.25,,,,I,7,,,,,,
'15090047,น้ำตาลธรรมชาติ 1กก.ตราวังขนาย 1*5/แพ็ค(825255),น้ำตาลธรรมชาติ 1กก.ตราวังขนาย 1*5/แพ็ค(825255),Pack,,,157.50,,,,I,7,,,,,,
'15090049,น้ำตาลอ้อยธรรมชาติ 1กก.ตราษฎา 1*5/แพ็ค(864206),น้ำตาลอ้อยธรรมชาติ 1กก.ตราษฎา 1*5/แพ็ค(864206),Pack,,,152.25,,,,I,7,,,,,,
'15090005,NATURAL SUGAR MITR PHOL 1KG. (1x5)/(900501),น้ำตาลอ้อยธรรมชาติ(แดง)มิตรผล 1 กก.(1x5)/(900501),Pack,,,152.25,,,,I,7,,,,,,
'16000009,HASH BROWNS FARM FRITES 1KG.(800083),มันฝรั่งแฮชบราวน์ ยี่ห้อฟาร์มฟริตซ์ 1กก.(800083),BAG,,,152.25,,,,I,7,,,,,,
14010005,MAYONNAISE BESTFOOD 1KG.(1x9)/(184314),มายองเนสเบสฟู้ดส์ 1 กก.(1x9)/(184314),BAG,,,152.25,,,,I,7,,,,,,
'17010002,FROZEN MARINATED PORK SKEWERS 45G.(1x20)/(861654),หมูปิ้งนมสดแช่แข็ง 45ก.(1x20)/(861654),PACK,,,152.25,,,,I,7,,,,,,
'15010191,ปลาเค็มเจ 500ก.(161035),ปลาเค็มเจ 500ก.(161035),BAG,,,154.25,,,,I,7,,,,,,
'14030020,TOPPING&FILLING STRAWBERRY 620G.OSTERBERG(823123),ท๊อปปิ้งและฟิลลิ่งสตรอเบอรี่ 620ก.ตราออสเตอเบิร์ก(823123),Can,,,167.00,,,,I,7,,,,,,
14000023,นมจืดเอกตร้า385ก.1*6/แพ็ค ตราคาร์เนชั่น(23569),นมจืดเอกตร้า385ก.1*6/แพ็ค ตราคาร์เนชั่น(23569),Pack,,,155.50,,,,I,7,,,,,,
'15130021,RED CHILLI POWDER EVEREST 500 G. (102556),พริกป่นแดงอินเดีย ยี่ห้อเอเวอร์เรสต์ 500ก.(102556),BAG,,,156.50,,,,I,7,,,,,,
'12000065,STRAWBERRY IMPORT KR 250G.(24765),สตรอเบอร์รี่นำเข้าเกาหลี 250ก.(24765),PACK,,,177.50,,,,N,0,,,,,,
'15130037,CINAMOM STICK  500G.ARONTIP(166073),อบเชย 500ก.ตราอรุณทิพย์(166073),BAG,,,156.50,,,,N,0,,,,,,
'14000021,CREAMER SWEETENED BEVERAGE 388 G.(1x3)/(24700),ครีมเทียมข้นหวานคาร์เนชัน 388ก.(1x3)/(24700),PACK,,,157.50,,,,I,7,,,,,,
'14000009,SWEETENED CREAMER CARNATION 388G.(1x6)/(24700),ครีมเทียมข้นหวานคาร์เนชัน 388ก.(1x6)/(24700),Pack,,,157.50,,,,I,7,,,,,,
'15120073,RED WINE VINEGAR 500ML.BERTOLLI(145226),น้ำส้มสายชูหมักจากไวน์แดง 500 มล.ตราเบอร์ทอลลี่(145226),Btl,,,204.75,,,,I,7,,,,,,
'15080011,VANILLA POWDER BEST ODOUR 500G.(182902),วนิลาผง เบสท์โอเดอร์ 500ก.(182902),BAG,,,158.50,,,,I,7,,,,,,
'15060026,KUA KLING CURRY (851293),เครื่องแกงคั่วกลิ้ง (851293),KG,,,173.25,,,,N,0,,,,,,
'20000019,RED BULL EXTRA CAN 170ML.(1x12)/PACK(191869),เรดบลูเอ็กซ์ตร้า 170 มล.(1*12)/แพ็ค(191869),Pack,,,159.50,,,,I,7,,,,,,
'26010068,SYRUP CONCENTRATED-CARAMEL LONGBEAC 740 ML.(810422),ไซรัปเข้มข้น-กลิ่นคาราเมล ตราลองบีช 740 มล.(810422),Btl,,,161.75,,,,I,7,,,,,,
'26010076,SYRUP CONCENTRATED-VANILLA LONGBEACH 740 ML.(810423),ไซรัปเข้มข้น-กลิ่นวานิลลา ตราลองบีช 740 มล.(810423),Btl,,,161.75,,,,I,7,,,,,,
'14030011,SALAD CREAM BEST FOODS 1KG.(1x9)/(184315),สลัดครีมเบสท์ฟู้ดส์ 1 กก.(1x9)/(184315),BAG,,,161.75,,,,I,7,,,,,,
'15150010,เต้าหู้ปลาแผ่น PFP (173275),เต้าหู้ปลาแผ่น PFP (173275),PACK,,,162.75,,,,N,0,,,,,,
'17080017,เนื้อหอยแมลงภู่ชิลีแช่แข็ง 200-300 ตัว1กก.(109135),เนื้อหอยแมลงภู่ชิลีแช่แข็ง 200-300 ตัว1กก.(109135),KG,,,162.75,,,,N,0,,,,,,
'10050029,CHICKEN HAM GSB 1KG.(150711),ไก่แผ่นรมควันจีเอสบี 1 กก.(150711),KG,,,162.75,,,,I,7,,,,,,
'10050059,COPPA 100G.TGM(214539),คอปป้า(แฮมอิตาเลี่ยนสไลด์) 100ก.ตราทีจีเอ็ม(214539),Pack,,,162.75,,,,I,7,,,,,,
'15120068,ซอสเห็ดหอมสูตรเจ 2.2กก.ยี่ห้อเด็กสมบูรณ์(235184),ซอสเห็ดหอมสูตรเจ 2.2กก.ยี่ห้อเด็กสมบูรณ์(235184),Gal,,,162.75,,,,I,7,,,,,,
'15120014,SAUCE GREEN GOLDEN MOUNTAIN 3L.(902837),ซอสปรุงรสฝาเขียว ภูเขาทอง 3 ลิตร(902837),GAL,,,154.25,,,,I,7,,,,,,
'11000024,SEA BASS SIZE 700-800G.(803572),ปลากระพงขาวแบบทำ 700-800ก.(803572),KG,,,156.50,,,,N,0,,,,,,
'15120069,SAUCE GREEN 1L.PHUKHAO TONG(1x3)/43615,ซอสปรุงรสฝาเขียว1 ลิตร ยี่ห้อภูเขาทอง(1x3)/43615,Pack,,,154.25,,,,I,7,,,,,,
'15110002,OIL SESAME TWIN ELEPHANT 630ML.(132260),น้ำมันงา ช้างคู่ 630มล.(132260),BTL,,,166.00,,,,I,7,,,,,,
'17070001,COCONU CHUNKED NAM HOM ALL COCO 1KG.(813532),เนื้อมะพร้าวน้ำหอมแบบแผ่นแช่แข็ง 1 กก. (813532),KG,,,167.00,,,,I,7,,,,,,
'22140008,YEOW NGERN 70 CL.(206675),เหยี่ยวเงิน 70 CL.(206675),Btl,,,167.00,,,,I,7,,,,,,
15010227,ไก่หยองอย่างดี 400ก.ตราเอโร่(160652),ไก่หยองอย่างดี 400ก.ตราเอโร่(160652),BAG,,,167.00,,,,I,7,,,,,,
15120028,SWEET SOYA SAUCE 970CC.(1x3)/(840135),ซีอิ๊วหวาน เด็กสมบูรณ์ 970CC.(1x3)/(840135),Pack,,,167.00,,,,I,7,,,,,,
'14000001,COOKING AND BAKERIES CARNATION 405ก.(1x6)/(24388),นมข้นจืดสำหรับทำอาหารคาร์เนชั่น  405ก.(1x6)/(24388),Pack,,,164.75,,,,I,7,,,,,,
'14000008,MILK UNSWEET CANATION 405G.(1x6)/(24388),นมจืด 405ก.ตราคาเนชั่่น(1x6)/(24388),PACK,,,164.75,,,,I,7,,,,,,
'10020018,CHICKEN WINGS UP (Halan) 2KG.(893188),ปีกไก่บนฮาลาล 2 กก.(893188),KG,,,167.00,,,,N,0,,,,,,
'15010020,CHESNUT IN SYRUP WATER 1KG.(115077),แห้วต้มน้ำตาล 1 กก.(115077),KG,,,168.00,,,,I,7,,,,,,
'14000007,MILK SWEET CONDENSED CANATION 380G.(1x6)(829604),นมข้นหวานคาร์เนชันพลัส 380ก.(1x6)/(829604),Pack,,,166.00,,,,I,7,,,,,,
'14010020,THOUSAND ISLAND BEST FOODS 1 KG.(1x9) (184324),น้ำสลัดเทาซันไอแลนด์เบสท์ฟู้ดส์1 กก.(1x9)/(184324),BAG,,,168.00,,,,I,7,,,,,,
'22140013,สุราข้าวหอมนิยมไทย 40 ดีกรี 330 มล.ตรากระทิงแดง(1x3)/(857958),สุราข้าวหอมนิยมไทย 40 ดีกรี 330 มล.ตรากระทิงแดง(1x3)/(857958),Pack,,,170.00,,,,I,7,,,,,,
'22140010,สุราข้าวหอมนิยมไทย 40 ดีกรี 330มล.(1x3)/(857958),สุราข้าวหอมนิยมไทย 40 ดีกรี 330มล.(1x3)/(857958),Pack,,,170.00,,,,I,7,,,,,,
'15070006,CEREAL MUESLI FRUITY ARO 1KG.(167630),ซีเรียล-มูสลีผสมผลไม้เอโร่ 1 กก.(167630),KG,,,172.25,,,,I,7,,,,,,
'17080031,กุ้งขาวไว้หางแช่แข็ง 67-77 ตัว/กก.(816822),กุ้งขาวไว้หางแช่แข็ง 67-77 ตัว/กก.(816822),Kg,,,173.25,,,,N,0,,,,,,
'15120066,ซอสเห็ดหอมสูตรเจ 800ก.ยี่ห้อเด็กสมบูรณ์ 1*3/แพ็ค(198588),ซอสเห็ดหอมสูตรเจ 800ก.ยี่ห้อเด็กสมบูรณ์ 1*3/แพ็ค(198588),Pack,,,162.75,,,,I,7,,,,,,
'15120070,ซีอิ๊วเห็ดหอม ยี่ห้อเด็กสมบูรณ์ 700มล.1X3/แพ็ค(146447),ซีอิ๊วเห็ดหอม ยี่ห้อเด็กสมบูรณ์ 700มล.1X3/แพ็ค(146447),Pack,,,173.25,,,,I,7,,,,,,
17030004,น่องติดสะโพกเป็ดแช่แข็ง 1กก. ตราเอโร่(204490),น่องติดสะโพกเป็ดแช่แข็ง 1กก. ตราเอโร่(204490),Kg,,,173.25,,,,N,0,,,,,,
'15120007,FISH SAUCE RAZOR CLAM 4.5L.(439582),น้ำปลา ตราหอยหลอด 4.5 ลิตร(439582),GAL,,,173.25,,,,I,7,,,,,,
'15130060,RED PEPPER CHUNG JUNG ONE 500G.(201577),พริกเกาหลีแบบป่นหยาบชองจองวอน 500ก.(201577),BAG,,,173.25,,,,I,7,,,,,,
'15020011,RAISINS WHITE ARO(184344),ลูกเกดขาวเอโร่(184344),KG,,,173.25,,,,N,0,,,,,,
'15010030,GUACAMOLE DIP EL SABOR 300G.(133795),อโวคาโดบดกัวคาโมเล่ดิปเอลตราซาบอร์  300ก.(133795),CAN,,,183.75,,,,I,7,,,,,,
'15080042,DARK CHOCOLATE COMPOUND TULIP 1KG.(183151),ดาร์คช็อคโกแลตคอมพาวด์แท่ง ทิวลิป 1กก.(183151),KG,,,174.25,,,,I,7,,,,,,
'17070009,COCONUT FLESH NAM HOM 1KG.(829152),เนื้อมะพร้าวน้ำหอมแช่เยือกแข็งแบบเส้น1 กก.(829152),KG,,,177.50,,,,I,7,,,,,,
'12010055,MUSHROOM STRAW (324038),เห็ดฟาง(324038),KG,,,177.50,,,,N,0,,,,,,
'17070015,แครนเบอรี่เเช่แข็ง 1 กก.ตราเอโร่(154972),แครนเบอรี่เเช่แข็ง 1 กก.ตราเอโร่(154972),Kg,,,177.50,,,,N,0,,,,,,
'15140015,STICKY RICE ARO 5KG.(40651),ข้าวเหนียวขาวเขี้ยวงู เอโร่ 5 กก.(40651),BAG,,,177.50,,,,N,0,,,,,,
'15120016,SAUCE SOYBEAN HEALTHY BOY 1L.(1x3)/(147344),ซีอิ๊วขาวเด็กสมบูรณ์ 1 ลิตร(1x3)/(147344),Pack,,,200.50,,,,I,7,,,,,,
'12000060,PINEAPPLE PU-LE (816843),สัปปะรดภูแล (816843),KG,,,177.50,,,,N,0,,,,,,
'15130020,PEPER WHITE POWDER 1KG.(166208),พริกไทยขาวป่น 1 กก.(166208),KG,,,179.50,,,,N,0,,,,,,
'15070010,CEREAL KOKO KRUNCH NESTLE 450/500G.(182016),ซีเรียล-โกโก้ครั้นซ์เนสท์เล่ 450/500ก.(182016),BOX,,,180.50,,,,I,7,,,,,,
'15010080,TUNA STEAK IN OIL NAUTILUS 170G.1*4/PACK(191288),ทูน่าสเต็กในน้ำมันถั่วเหลืองนอติลุส 170ก.1*4/แพ็ค(191288),Pack,,,180.50,,,,I,7,,,,,,
'15120044,FISH SAUCE COOK&LOBSTER  4.5L.(91858),น้ำปลาคนแบกกุ้ง 4.5ล.(91858),GAL,,,177.50,,,,I,7,,,,,,
'14010013,BUTTER CHUNK PEANUT SKIPPY 510G.(208388),เนยถั่วทาบดหยาบสกิปปี้(น้ำเงิน)510ก.(208388),BTL,,,189.00,,,,I,7,,,,,,
'15010177,กระเทียมดองแม่จินต์ 1800ก.(154533),กระเทียมดองแม่จินต์ 1800ก.(154533),BTL,,,183.75,,,,I,7,,,,,,
'17080030,กุ้งขาวไว้หางแช่แข็ง 56-66 ตัว/กก.(816820),กุ้งขาวไว้หางแช่แข็ง 56-66 ตัว/กก.(816820),Kg,,,183.75,,,,N,0,,,,,,
'15120022,TOMATO SAUCE ARO 5KG.(162730),ซอสมะเขือเทศ เอโร่ 5 กก.(162730),GAL,,,183.75,,,,I,7,,,,,,
'15130073,พริกป่นแดง 1 กก. (169229),พริกป่นแดง 1 กก.(169229),BAG,,,183.75,,,,N,0,,,,,,
'15120058,TABASCO SAUCE 150 ML. (142293),ซอสพริกทาบาสโก้ 150มล.(142293),BTL,,,184.75,,,,I,7,,,,,,
'22140015,สุราข้าวหอม 40 ดีกรี 330 มล.ตราตะวันแดง(1x3)/838414,สุราข้าวหอม 40 ดีกรี 330 มล.ตราตะวันแดง(1x3)/838414,Pack,,,185.75,,,,I,7,,,,,,
'20000017,SODA WATER ROCK 325 ML.(1x24)/(810465),โซดาร๊อค 325มล. (1x24)/(810465),TRAY,,,187.00,,,,I,7,,,,,,
'17080027,เนื้อปลานิลแล่แช่แข็ง  55-85ก./ชิ้น นน.1 กก.(816710),เนื้อปลานิลแล่แช่แข็ง  55-85ก./ชิ้น นน.1 กก.(816710),BAG,,,198.50,,,,N,0,,,,,,
'17080038,เนื้อปลานิลแล่แช่แข็ง 140-200ก./ชิ้น นน.1กก.(816714),เนื้อปลานิลแล่แช่แข็ง 140-200ก./ชิ้น นน.1กก.(816714),Kg,,,198.50,,,,N,0,,,,,,
'17080028,เนื้อปลานิลแล่แช่แข็ง 85-140ก./ชิ้น นน.1 กก.(816712),เนื้อปลานิลแล่แช่แข็ง 85-140ก./ชิ้น นน.1 กก.(816712),BAG,,,198.50,,,,N,0,,,,,,
'17070002,FROZEN MIX BERRY ARO 1KG.(826024),ผลไม้รวมเบอร์รี่แช่แข็ง เอโร่ 1 กก.(826024),KG,,,188.00,,,,N,0,,,,,,
'17070008,มะม่วงน้ำดอกไม้หั่นเต๋าแช่แข็ง เอโร่1 กก.(821069),มะม่วงน้ำดอกไม้หั่นเต๋าแช่แข็ง เอโร่ 1กก.(821069),BAG,,,188.00,,,,I,7,,,,,,
'15130057,OREGANO EL AVION 200G.(167108),ออริกาโนป่น เอลเอวิออน 200ก.(167108),BAG,,,188.00,,,,N,0,,,,,,
10050066,ไส้กรอกโกลด์บราทเวิร์สทซอสเซจ เอโร่ 480 ก.(916033),ไส้กรอกโกลด์บราทเวิร์สทซอสเซจ เอโร่ 480 ก.(916033),Pack,,,189.00,,,,I,7,,,,,,
'14030012,TARTAR DRESSINGS BEST FOODS 1 KG. (825315),ทาร์ทาร์เดรสซิ่งเบสท์ฟู้ดส์ 1 กก.(825315),BAG,,,189.00,,,,I,7,,,,,,
'11000033,ปลาตาเดียวไซส์ใหญ่ (2-3 กก./ตัว)/(38571),ปลาตาเดียวไซส์ใหญ่(2-3 กก./ตัว)/(38571),KG,,,189.00,,,,N,0,,,,,,
'17080024,มันกุ้งแม่น้ำแช่แข็ง 500ก.(813839),มันกุ้งแม่น้ำแช่แข็ง 500ก.(813839),BAG,,,189.00,,,,N,0,,,,,,
'15150011,เต้าหู้ยี้แดง ตราฮ๊วงโหว 2.8กก.(39546),เต้าหู้ยี้แดง ตราฮ๊วงโหว 2.8กก.(39546),Can,,,191.00,,,,I,7,,,,,,
15010053,SHRIMP SANCK MANOHRA 1KG.(119144),ข้าวเกรียบกุ้งดิบมโนห์รา 1 กก.(119144),BAG,,,191.00,,,,I,7,,,,,,
'15040003,MAMA GOONG TOM YAM 55 G. (1x30 PCS) (198133),มาม่ารสต้มยำกุ้ง 55ก.(1x30ซอง)/(198133),BOX,,,192.25,,,,I,7,,,,,,
'17080032,กุ้งขาวไว้หางแช่แข็ง 45-55 ตัว/กก.(816722),กุ้งขาวไว้หางแช่แข็ง 45-55 ตัว/กก.(816722),Kg,,,194.25,,,,N,0,,,,,,
'17070003,FROZEN PASSION FRUIT WITH SEED ARO 1KG.(229338),น้ำเสาวรสมีเมล็ดแช่แข็ง เอโร่ 1กก.(229338),KG,,,194.25,,,,I,7,,,,,,
'15090045,น้ำตาลทรายเบเกอรี่ 1กก.ตราลิน1*5/แพ็ค(186049),น้ำตาลทรายเบเกอรี่ 1กก.ตราลิน1*5/แพ็ค(186049),Pack,,,183.75,,,,I,7,,,,,,
'14030019,FILLING BLUEBERRY 21OZ.WILDERNESS(183188),ฟิลลิ่งบลูเบอร์รี่ 21 ออนซ์ ตราไวลด์เดอร์เนส(183188),Can,,,257.25,,,,I,7,,,,,,
'14030001,REAL DAIRY CREAM ANCHOR 400 G. (172778),เรียลแดรี่ครีมวนิลาแองเคอร์ 400ก.(172778),CAN,,,198.50,,,,I,7,,,,,,
'16010020,FROZEN AUTHENTIC HALDIRAM 60G.(1x20PCS)(838152),โรตีโฮมสไตล์พาราธา ฮาดิรัม 60ก.(1x20ชิ้น)/(838152),BAG,,,198.50,,,,I,7,,,,,,
'15080065,WHITE CHOCOLATE TULIP 1 KG. (184089),ไวท์ช็อคโกแล็ตขาวแบบแท่ง ทิวลิป 1 กก.(184089),KG,,,198.50,,,,I,7,,,,,,
'15120052,SAUCE TOMATO ROZA  5500G.(109609),ซอสมะเขือเทศ โรซ่า 5.5 กก.(109609),GAL,,,198.50,,,,I,7,,,,,,
'26010071,JUICE CONCENTRATED-CRANBERRY OCEAN SPRAY 1L.(857270),น้ำผลไม้เข้มข้น-แครนเบอรี่โอเชี่ยนสเปรย์ 1 ลิตร(857270),Btl,,,167.00,,,,I,7,,,,,,
'15010057,WHOLE PEELED TOMATO SIS 2.8KG.(140649),มะเขือเทศปอกผิวตราซีส 2.8 กก.(140649),CAN,,,198.50,,,,I,7,,,,,,
